,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
35,2023-05-07,20:06,Liga MX,Reclassification,Sun,Home,L,1,3,Atlético,1.8,1.4,72.0,22335.0,Rodolfo Cota,4-4-2,Victor Caceres,Match Report,,22,8,17.0,0.0,0,0,2023,Leon
0,2022-07-03,19:05,Liga MX,Apertura 2022 Regular Season,Sun,Home,W,4,3,Monterrey,3.9,2.3,49.0,13218.0,Dória,3-5-2,Jorge Pérez,Match Report,,17,3,18.0,3.0,2,2,2023,Santos Laguna
1,2022-07-08,21:05,Liga MX,Apertura 2022 Regular Season,Fri,Away,L,0,1,Puebla,0.7,1.1,46.0,14303.0,Dória,4-1-3-2,César Arturo Ramos,Match Report,,10,1,22.5,1.0,0,0,2023,Santos Laguna
2,2022-07-16,19:05,Liga MX,Apertura 2022 Regular Season,Sat,Home,D,1,1,Guadalajara,0.7,1.9,47.0,15611.0,Dória,4-1-3-2,Marco Ortíz,Match Report,,10,5,23.1,1.0,0,0,2023,Santos Laguna
3,2022-07-23,17:00,Liga MX,Apertura 2022 Regular Season,Sat,Away,L,1,2,Toluca,0.7,3.3,34.0,18503.0,Dória,3-5-2,Diego Montaño,Match Report,,14,5,19.6,1.0,0,0,2023,Santos Laguna
4,2022-07-31,19:05,Liga MX,Apertura 2022 Regular Season,Sun,Home,W,1,0,Atlas,0.6,0.7,46.0,13671.0,Carlos Acevedo,4-1-3-2,César Arturo Ramos,Match Report,,10,2,21.9,1.0,0,0,2023,Santos Laguna
5,2022-08-06,21:05,Liga MX,Apertura 2022 Regular Season,Sat,Home,W,4,0,Cruz Azul,1.5,1.4,51.0,15530.0,Carlos Acevedo,4-1-3-2,Óscar Macias,Match Report,,17,9,16.3,1.0,0,0,2023,Santos Laguna
6,2022-08-14,19:05,Liga MX,Apertura 2022 Regular Season,Sun,Away,L,0,2,UANL,1.6,1.6,49.0,41385.0,Carlos Acevedo,4-4-2,Diego Montaño,Match Report,,21,6,19.8,3.0,0,0,2023,Santos Laguna
7,2022-08-18,19:05,Liga MX,Apertura 2022 Regular Season,Thu,Home,W,2,1,León,1.4,0.3,58.0,10164.0,Carlos Acevedo,4-1-3-2,Victor Caceres,Match Report,,19,6,17.9,1.0,0,0,2023,Santos Laguna
8,2022-08-21,12:00,Liga MX,Apertura 2022 Regular Season,Sun,Away,W,5,1,UNAM,3.0,1.3,44.0,12530.0,Carlos Acevedo,4-1-3-2,Marco Ortíz,Match Report,,15,9,17.4,1.0,1,1,2023,Santos Laguna
9,2022-08-25,19:05,Liga MX,Apertura 2022 Regular Season,Thu,Away,W,2,0,Tijuana,0.9,1.3,46.0,24333.0,Carlos Acevedo,4-1-3-2,Adonai Escobedo,Match Report,,21,7,23.3,2.0,0,0,2023,Santos Laguna
10,2022-08-28,19:05,Liga MX,Apertura 2022 Regular Season,Sun,Home,W,4,1,Atlético,2.9,0.2,48.0,12053.0,Carlos Acevedo,4-1-3-2,Fernando Guerrero,Match Report,,22,7,20.5,2.0,1,1,2023,Santos Laguna
11,2022-09-03,17:05,Liga MX,Apertura 2022 Regular Season,Sat,Away,L,0,2,Pachuca,0.4,1.4,51.0,6592.0,Carlos Acevedo,4-1-3-2,Fernando Hernández,Match Report,,6,1,23.4,3.0,0,0,2023,Santos Laguna
12,2022-09-06,19:05,Liga MX,Apertura 2022 Regular Season,Tue,Home,W,3,1,Necaxa,1.0,1.7,49.0,7979.0,Carlos Acevedo,4-4-2,Daniel Quintero,Match Report,,20,6,22.3,3.0,0,0,2023,Santos Laguna
13,2022-09-10,17:00,Liga MX,Apertura 2022 Regular Season,Sat,Away,D,3,3,Querétaro,0.4,2.3,53.0,,Carlos Acevedo,4-1-3-2,Luis Santander,Match Report,,11,3,22.9,1.0,0,0,2023,Santos Laguna
14,2022-09-14,21:05,Liga MX,Apertura 2022 Regular Season,Wed,Away,D,3,3,América,0.7,2.0,29.0,2781.0,Carlos Acevedo,4-4-2,Fernando Hernández,Match Report,,13,8,22.9,0.0,0,0,2023,Santos Laguna
15,2022-09-18,19:05,Liga MX,Apertura 2022 Regular Season,Sun,Home,W,2,0,FC Juárez,2.4,0.8,46.0,18721.0,Carlos Acevedo,4-4-2,Óscar Macias,Match Report,,18,4,20.2,2.0,1,1,2023,Santos Laguna
16,2022-10-02,18:05,Liga MX,Apertura 2022 Regular Season,Sun,Home,W,3,0,Mazatlán,2.0,1.4,55.0,14461.0,Carlos Acevedo,4-4-2,Adonai Escobedo,Match Report,,12,5,17.5,0.0,1,1,2023,Santos Laguna
17,2022-10-13,19:06,Liga MX,Quarter-finals,Thu,Away,L,3,4,Toluca,1.8,2.7,36.0,24161.0,Carlos Acevedo,4-4-2,Diego Montaño,Match Report,Leg 1 of 2,11,3,18.2,1.0,1,1,2023,Santos Laguna
18,2022-10-16,19:06,Liga MX,Quarter-finals,Sun,Home,L,1,2,Toluca,1.7,0.6,56.0,23851.0,Carlos Acevedo,4-4-2,Luis Santander,Match Report,Leg 2 of 2; Toluca won,23,6,14.7,0.0,0,0,2023,Santos Laguna
19,2023-01-08,19:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,L,0,3,UANL,1.5,1.6,57.0,17017.0,Carlos Acevedo,4-2-3-1,Oscar Mejia,Match Report,,16,7,17.1,1.0,0,0,2023,Santos Laguna
20,2023-01-14,21:05,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,3,0,UNAM,3.3,1.7,39.0,16144.0,Carlos Acevedo,4-2-3-1,Luis Santander,Match Report,,26,18,15.8,1.0,1,1,2023,Santos Laguna
21,2023-01-20,20:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,2,1,Mazatlán,1.9,1.5,47.0,9854.0,Carlos Acevedo,4-4-2,César Arturo Ramos,Match Report,,23,12,17.3,0.0,0,0,2023,Santos Laguna
22,2023-01-26,21:05,Liga MX,Clausura 2023 Regular Season,Thu,Away,D,2,2,Atlas,0.5,1.0,28.0,14073.0,Carlos Acevedo,4-4-2,Marco Ortíz,Match Report,,11,2,21.4,0.0,0,0,2023,Santos Laguna
23,2023-02-04,21:05,Liga MX,Clausura 2023 Regular Season,Sat,Home,D,2,2,América,0.9,2.6,37.0,25746.0,Carlos Acevedo,4-1-3-2,Diego Montaño,Match Report,,14,6,20.9,0.0,0,0,2023,Santos Laguna
24,2023-02-11,18:05,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,1,3,FC Juárez,1.3,1.7,53.0,13356.0,Carlos Acevedo,4-1-3-2,Guillermo Pacheco,Match Report,,13,3,18.4,0.0,0,0,2023,Santos Laguna
25,2023-02-18,17:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,1,1,Atlético,1.9,0.9,62.0,15518.0,Carlos Acevedo,4-4-2,Oscar Mejia,Match Report,,26,5,20.2,1.0,0,0,2023,Santos Laguna
26,2023-02-23,20:05,Liga MX,Clausura 2023 Regular Season,Thu,Home,L,0,5,Toluca,1.3,2.1,45.0,16470.0,Carlos Acevedo,4-3-1-2,Fernando Guerrero,Match Report,,18,4,14.7,0.0,0,0,2023,Santos Laguna
27,2023-02-26,19:05,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,3,2,Puebla,3.1,1.7,43.0,14662.0,Carlos Acevedo,4-1-3-2,Brian Gonzalez,Match Report,,18,7,17.5,0.0,1,1,2023,Santos Laguna
28,2023-03-04,21:05,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,2,Guadalajara,0.8,1.1,58.0,35004.0,Carlos Acevedo,4-1-2-1-2◆,Victor Caceres,Match Report,,12,2,15.9,0.0,0,0,2023,Santos Laguna
29,2023-03-12,19:05,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,3,2,Tijuana,1.9,1.3,53.0,13797.0,Carlos Acevedo,4-4-2,Ismael Lopez,Match Report,,11,7,11.9,0.0,0,0,2023,Santos Laguna
30,2023-03-19,21:05,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,4,León,1.2,1.9,28.0,20113.0,Carlos Acevedo,4-4-2,Adonai Escobedo,Match Report,,12,7,23.5,2.0,0,0,2023,Santos Laguna
31,2023-03-31,19:05,Liga MX,Clausura 2023 Regular Season,Fri,Away,D,0,0,Necaxa,1.0,0.7,56.0,13175.0,Carlos Acevedo,3-4-1-2,Edgar Morales,Match Report,,13,2,19.7,1.0,0,0,2023,Santos Laguna
32,2023-04-09,19:05,Liga MX,Clausura 2023 Regular Season,Sun,Home,L,1,4,Pachuca,2.1,1.2,46.0,17253.0,Carlos Acevedo,3-4-1-2,Óscar Macias,Match Report,,12,6,16.9,0.0,0,0,2023,Santos Laguna
33,2023-04-16,20:10,Liga MX,Clausura 2023 Regular Season,Sun,Away,W,2,1,Monterrey,2.0,1.2,39.0,45166.0,Carlos Acevedo,5-3-2,Marco Ortíz,Match Report,,9,3,18.4,0.0,1,1,2023,Santos Laguna
34,2023-04-23,20:05,Liga MX,Clausura 2023 Regular Season,Sun,Home,L,0,2,Querétaro,0.9,0.4,46.0,17195.0,Carlos Acevedo,4-4-2,Jorge Camacho,Match Report,,13,2,20.5,1.0,0,0,2023,Santos Laguna
35,2023-04-29,22:05,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,2,3,Cruz Azul,2.0,1.4,40.0,21298.0,Juan Brunetta,4-4-2,Luis Santander,Match Report,,17,6,18.1,0.0,1,1,2023,Santos Laguna
36,2023-05-06,20:10,Liga MX,Reclassification,Sat,Away,D,4 (4),4 (2),Pachuca,2.1,3.8,45.0,12142.0,Juan Brunetta,4-4-2,Adonai Escobedo,Match Report,Santos won on penalty kicks following extra time,8,7,16.7,1.0,0,0,2023,Santos Laguna
37,2023-05-10,20:00,Liga MX,Quarter-finals,Wed,Home,D,0,0,Monterrey,0.9,0.7,53.0,17818.0,Carlos Acevedo,4-4-2,Luis Santander,Match Report,Leg 1 of 2,12,3,17.7,0.0,0,0,2023,Santos Laguna
38,2023-05-13,20:06,Liga MX,Quarter-finals,Sat,Away,L,0,2,Monterrey,0.2,0.7,49.0,45322.0,Carlos Acevedo,4-4-2,Óscar Macias,Match Report,Leg 2 of 2; Monterrey won,7,1,24.3,1.0,0,0,2023,Santos Laguna
0,2022-07-02,19:05,Liga MX,Apertura 2022 Regular Season,Sat,Away,W,3,2,UANL,1.3,2.0,34.0,41273.0,Julio Domínguez,4-1-4-1,Oscar Mejia,Match Report,,6,3,13.3,0.0,1,1,2023,Cruz Azul
1,2022-07-09,21:05,Liga MX,Apertura 2022 Regular Season,Sat,Home,L,1,2,Pachuca,1.3,2.2,43.0,17148.0,Julio Domínguez,4-1-4-1,Victor Caceres,Match Report,,7,1,20.7,0.0,1,1,2023,Cruz Azul
2,2022-07-16,17:00,Liga MX,Apertura 2022 Regular Season,Sat,Away,L,2,3,Atlas,1.2,1.6,34.0,13185.0,Julio Domínguez,4-1-4-1,Óscar Macias,Match Report,,18,4,20.4,2.0,0,0,2023,Cruz Azul
3,2022-07-23,19:05,Liga MX,Apertura 2022 Regular Season,Sat,Home,D,2,2,Puebla,2.3,0.5,47.0,14799.0,Julio Domínguez,4-1-4-1,Fernando Guerrero,Match Report,,19,5,18.0,0.0,1,1,2023,Cruz Azul
4,2022-07-26,21:05,Liga MX,Apertura 2022 Regular Season,Tue,Away,D,0,0,Atlético,0.5,1.3,52.0,17628.0,Julio Domínguez,4-1-4-1,Adonai Escobedo,Match Report,,7,1,17.5,0.0,0,0,2023,Cruz Azul
5,2022-07-30,17:00,Liga MX,Apertura 2022 Regular Season,Sat,Home,W,1,0,Necaxa,0.8,0.8,42.0,14556.0,Ignacio Rivero,4-2-3-1,Erick Miranda,Match Report,,7,4,22.2,1.0,0,0,2023,Cruz Azul
6,2022-08-06,21:05,Liga MX,Apertura 2022 Regular Season,Sat,Away,L,0,4,Santos,1.4,1.5,49.0,15530.0,Ignacio Rivero,4-2-3-1,Óscar Macias,Match Report,,11,1,23.4,1.0,0,1,2023,Cruz Azul
7,2022-08-14,17:00,Liga MX,Apertura 2022 Regular Season,Sun,Home,L,2,3,Toluca,1.2,2.3,36.0,21945.0,Julio Domínguez,4-4-2,Fernando Hernández,Match Report,,14,5,16.5,1.0,0,0,2023,Cruz Azul
8,2022-08-17,21:05,Liga MX,Apertura 2022 Regular Season,Wed,Home,L,1,2,Tijuana,0.7,1.0,52.0,12492.0,Julio Domínguez,4-2-3-1,Diego Montaño,Match Report,,16,3,18.3,1.0,0,0,2023,Cruz Azul
9,2022-08-20,21:05,Liga MX,Apertura 2022 Regular Season,Sat,Away,L,0,7,América,0.4,2.4,41.0,45693.0,Julio Domínguez,4-4-2,Luis Santander,Match Report,,9,1,21.3,1.0,0,0,2023,Cruz Azul
10,2022-08-27,17:00,Liga MX,Apertura 2022 Regular Season,Sat,Home,W,2,1,Querétaro,0.8,1.5,35.0,10255.0,José Corona,4-4-2,Daniel Quintero,Match Report,,8,4,18.2,0.0,0,0,2023,Cruz Azul
11,2022-09-02,20:05,Liga MX,Apertura 2022 Regular Season,Fri,Away,D,2,2,FC Juárez,1.6,1.7,46.0,13602.0,José Corona,4-4-2,Brian Gonzalez,Match Report,,9,4,20.3,1.0,1,1,2023,Cruz Azul
12,2022-09-06,21:05,Liga MX,Apertura 2022 Regular Season,Tue,Away,L,2,3,Monterrey,0.3,1.7,49.0,28371.0,José Corona,4-4-2,Oscar Mejia,Match Report,,3,2,17.4,0.0,0,0,2023,Cruz Azul
13,2022-09-11,16:00,Liga MX,Apertura 2022 Regular Season,Sun,Home,W,2,0,Mazatlán,2.3,0.2,58.0,1153.0,José Corona,4-2-3-1,César Arturo Ramos,Match Report,,17,3,20.0,1.0,1,1,2023,Cruz Azul
14,2022-09-15,19:00,Liga MX,Apertura 2022 Regular Season,Thu,Home,W,2,1,León,1.2,0.4,56.0,10255.0,José Corona,3-4-3,Marco Ortíz,Match Report,,16,5,17.0,1.0,0,0,2023,Cruz Azul
15,2022-09-18,17:00,Liga MX,Apertura 2022 Regular Season,Sun,Away,W,2,1,UNAM,1.6,2.0,46.0,13463.0,José Corona,3-4-3,Fernando Guerrero,Match Report,,11,5,17.0,0.0,0,0,2023,Cruz Azul
16,2022-10-01,21:05,Liga MX,Apertura 2022 Regular Season,Sat,Home,W,2,1,Guadalajara,0.9,0.6,52.0,35378.0,José Corona,3-4-3,César Arturo Ramos,Match Report,,12,4,20.6,1.0,0,0,2023,Cruz Azul
17,2022-10-08,21:15,Liga MX,Reclassification,Sat,Home,W,1,0,León,2.2,0.7,42.0,22291.0,José Corona,3-4-3,Fernando Guerrero,Match Report,,19,8,15.4,1.0,0,0,2023,Cruz Azul
18,2022-10-12,21:06,Liga MX,Quarter-finals,Wed,Home,D,0,0,Monterrey,0.4,0.6,54.0,24571.0,José Corona,3-4-3,Victor Caceres,Match Report,Leg 1 of 2,9,1,20.5,1.0,0,0,2023,Cruz Azul
19,2022-10-15,18:06,Liga MX,Quarter-finals,Sat,Away,L,0,3,Monterrey,2.9,2.0,57.0,39578.0,José Corona,3-4-3,Adonai Escobedo,Match Report,Leg 2 of 2; Monterrey won,20,7,15.2,1.0,0,0,2023,Cruz Azul
20,2023-01-08,19:10,Liga MX,Clausura 2023 Regular Season,Sun,Away,D,1,1,Tijuana,0.7,1.7,59.0,27333.0,José Corona,3-4-3,Daniel Quintero,Match Report,,9,3,15.6,0.0,0,0,2023,Cruz Azul
21,2023-01-14,17:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,2,3,Monterrey,0.9,1.3,43.0,16873.0,José Corona,4-3-3,César Arturo Ramos,Match Report,,13,5,20.9,1.0,0,0,2023,Cruz Azul
22,2023-01-21,21:10,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,1,Necaxa,1.2,0.6,70.0,18114.0,José Corona,3-4-3,Jorge Camacho,Match Report,,17,3,18.4,1.0,0,0,2023,Cruz Azul
23,2023-02-04,19:05,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,0,1,UANL,1.2,1.2,49.0,20164.0,José Corona,5-4-1,Luis Santander,Match Report,,16,3,18.2,0.0,0,0,2023,Cruz Azul
24,2023-02-12,12:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,3,Toluca,2.0,1.4,49.0,27273.0,José Corona,3-4-3,Marco Ortíz,Match Report,,14,5,15.3,0.0,0,0,2023,Cruz Azul
25,2023-02-17,21:05,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,3,1,Puebla,1.7,1.9,44.0,21927.0,Julio Domínguez,3-4-3,Eduardo Galván,Match Report,,10,3,18.3,0.0,1,1,2023,Cruz Azul
26,2023-02-22,20:05,Liga MX,Clausura 2023 Regular Season,Wed,Home,W,1,0,Atlas,1.0,0.4,49.0,39254.0,José Corona,3-4-3,César Arturo Ramos,Match Report,,15,3,19.3,0.0,0,0,2023,Cruz Azul
27,2023-02-25,17:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,1,0,FC Juárez,1.7,0.5,37.0,25497.0,José Corona,3-4-3,Óscar Macias,Match Report,,10,6,16.9,0.0,0,0,2023,Cruz Azul
28,2023-03-03,18:05,Liga MX,Clausura 2023 Regular Season,Fri,Away,L,1,3,Mazatlán,0.5,0.8,50.0,12041.0,José Corona,3-4-3,Jesus Lopez,Match Report,,6,3,18.1,0.0,0,0,2023,Cruz Azul
29,2023-03-11,19:05,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,1,0,UNAM,1.2,0.4,56.0,23499.0,José Corona,4-3-3,Daniel Quintero,Match Report,,16,3,16.5,1.0,0,0,2023,Cruz Azul
30,2023-03-18,17:00,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,1,0,Atlético,2.0,0.9,54.0,20941.0,José Corona,5-4-1,Guillermo Pacheco,Match Report,,17,7,19.1,1.0,1,1,2023,Cruz Azul
31,2023-03-29,21:05,Liga MX,Clausura 2023 Regular Season,Wed,Away,D,2,2,Querétaro,1.7,1.3,48.0,21518.0,José Corona,4-3-3,Oscar Mejia,Match Report,,12,5,19.1,1.0,0,0,2023,Cruz Azul
32,2023-04-01,17:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,W,2,0,Pachuca,1.1,1.1,40.0,18024.0,José Corona,3-5-1-1,Luis Santander,Match Report,,10,5,22.2,0.0,0,0,2023,Cruz Azul
33,2023-04-08,20:05,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,0,0,León,1.0,1.4,38.0,24711.0,José Corona,4-3-2-1,Diego Montaño,Match Report,,9,2,16.6,1.0,0,0,2023,Cruz Azul
34,2023-04-15,22:10,Liga MX,Clausura 2023 Regular Season,Sat,Home,L,1,3,América,0.9,1.5,39.0,66364.0,José Corona,5-4-1,Fernando Guerrero,Match Report,,7,2,16.0,1.0,0,0,2023,Cruz Azul
35,2023-04-22,20:05,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,1,2,Guadalajara,0.7,1.0,52.0,33456.0,José Corona,5-4-1,Adonai Escobedo,Match Report,,15,6,17.5,1.0,0,0,2023,Cruz Azul
36,2023-04-29,22:05,Liga MX,Clausura 2023 Regular Season,Sat,Home,W,3,2,Santos,1.4,2.0,60.0,21298.0,José Corona,5-4-1,Luis Santander,Match Report,,13,5,19.1,0.0,0,0,2023,Cruz Azul
37,2023-05-06,18:00,Liga MX,Reclassification,Sat,Home,L,0,1,Atlas,1.6,1.3,73.0,49826.0,José Corona,5-4-1,César Arturo Ramos,Match Report,,17,4,15.8,0.0,0,0,2023,Cruz Azul
0,2022-07-01,20:05,Liga MX,Apertura 2022 Regular Season,Fri,Away,W,4,2,Mazatlán,2.7,0.6,40.0,9181.0,Antony Silva,4-2-3-1,Daniel Quintero,Match Report,,18,7,15.3,0.0,0,0,2023,Puebla
1,2022-07-08,21:05,Liga MX,Apertura 2022 Regular Season,Fri,Home,W,1,0,Santos,1.1,0.7,54.0,14303.0,Antony Silva,4-2-3-1,César Arturo Ramos,Match Report,,17,7,21.9,0.0,0,0,2023,Puebla
2,2022-07-15,19:00,Liga MX,Apertura 2022 Regular Season,Fri,Home,D,1,1,León,1.1,0.8,45.0,15850.0,Antony Silva,4-2-3-1,Erick Miranda,Match Report,,11,5,13.3,0.0,0,0,2023,Puebla
3,2022-07-23,19:05,Liga MX,Apertura 2022 Regular Season,Sat,Away,D,2,2,Cruz Azul,0.5,2.3,53.0,14799.0,Antony Silva,4-2-3-1,Fernando Guerrero,Match Report,,10,5,20.8,0.0,0,0,2023,Puebla
4,2022-07-26,19:00,Liga MX,Apertura 2022 Regular Season,Tue,Away,L,0,1,Monterrey,0.1,3.2,56.0,35893.0,Antony Silva,3-5-2,Óscar Macias,Match Report,,4,1,27.9,0.0,0,0,2023,Puebla
5,2022-07-30,21:05,Liga MX,Apertura 2022 Regular Season,Sat,Home,D,0,0,Atlético,1.8,0.7,65.0,12860.0,Antony Silva,4-4-2,Marco Ortíz,Match Report,,28,2,19.7,1.0,0,0,2023,Puebla
6,2022-08-02,20:00,Liga MX,Apertura 2022 Regular Season,Tue,Away,D,1,1,Toluca,1.0,1.3,38.0,17402.0,Antony Silva,4-4-2,Victor Caceres,Match Report,,17,5,23.8,2.0,0,0,2023,Puebla
7,2022-08-12,19:05,Liga MX,Apertura 2022 Regular Season,Fri,Away,D,3,3,Tijuana,0.9,1.4,54.0,12860.0,Antony Silva,4-4-2,Luis Santander,Match Report,,13,4,17.0,1.0,0,0,2023,Puebla
8,2022-08-16,21:05,Liga MX,Apertura 2022 Regular Season,Tue,Home,D,2,2,Necaxa,2.0,1.3,52.0,15070.0,Antony Silva,3-4-3,Fernando Guerrero,Match Report,,15,6,14.7,1.0,0,0,2023,Puebla
9,2022-08-20,19:05,Liga MX,Apertura 2022 Regular Season,Sat,Away,D,1,1,Atlas,1.4,1.3,46.0,11430.0,Antony Silva,3-4-3,César Arturo Ramos,Match Report,,10,4,16.2,1.0,0,0,2023,Puebla
10,2022-08-26,19:00,Liga MX,Apertura 2022 Regular Season,Fri,Home,D,2,2,FC Juárez,2.1,0.5,59.0,15123.0,Antony Silva,3-4-3,Marco Ortíz,Match Report,,22,6,18.0,0.0,0,0,2023,Puebla
11,2022-09-01,21:05,Liga MX,Apertura 2022 Regular Season,Thu,Away,D,1,1,Querétaro,1.1,1.2,58.0,,Federico Mancuello,3-4-3,Ismael Lopez,Match Report,,15,7,19.5,1.0,0,0,2023,Puebla
12,2022-09-07,19:00,Liga MX,Apertura 2022 Regular Season,Wed,Home,D,2,2,Pachuca,0.7,1.1,39.0,11078.0,Antony Silva,3-5-2,Adonai Escobedo,Match Report,,8,3,15.2,0.0,0,0,2023,Puebla
13,2022-09-10,21:05,Liga MX,Apertura 2022 Regular Season,Sat,Away,L,0,1,Guadalajara,0.4,0.8,47.0,24633.0,Antony Silva,5-4-1,Daniel Quintero,Match Report,,8,2,19.3,0.0,0,0,2023,Puebla
14,2022-09-16,19:00,Liga MX,Apertura 2022 Regular Season,Fri,Home,W,2,1,UANL,0.8,0.6,37.0,20194.0,Antony Silva,5-4-1,César Arturo Ramos,Match Report,,11,6,22.0,1.0,0,0,2023,Puebla
15,2022-09-23,21:05,Liga MX,Apertura 2022 Regular Season,Fri,Home,W,2,1,UNAM,0.7,1.3,42.0,27214.0,Federico Mancuello,5-4-1,Adonai Escobedo,Match Report,,7,2,19.0,1.0,0,0,2023,Puebla
16,2022-09-30,19:00,Liga MX,Apertura 2022 Regular Season,Fri,Home,L,1,2,América,0.8,0.7,55.0,43362.0,Antony Silva,5-4-1,Marco Ortíz,Match Report,,11,3,15.5,0.0,0,0,2023,Puebla
17,2022-10-09,16:30,Liga MX,Reclassification,Sun,Home,D,1 (5),1 (4),Guadalajara,0.9,1.5,51.0,43135.0,Antony Silva,5-4-1,Luis Santander,Match Report,Puebla won on penalty kicks following extra time,14,2,18.5,2.0,0,0,2023,Puebla
18,2022-10-12,19:06,Liga MX,Quarter-finals,Wed,Home,L,1,6,América,0.8,2.8,41.0,44471.0,Antony Silva,5-4-1,Marco Ortíz,Match Report,Leg 1 of 2,6,1,16.8,0.0,0,0,2023,Puebla
19,2022-10-15,20:06,Liga MX,Quarter-finals,Sat,Away,L,1,5,América,0.4,2.2,47.0,44298.0,Antony Silva,5-4-1,Daniel Quintero,Match Report,Leg 2 of 2; América won,9,6,21.1,0.0,0,0,2023,Puebla
20,2023-01-09,21:10,Liga MX,Clausura 2023 Regular Season,Mon,Away,L,1,5,Pachuca,1.0,2.7,38.0,20777.0,Antony Silva,4-1-3-2,Diego Montaño,Match Report,,7,2,27.6,1.0,1,1,2023,Puebla
21,2023-01-13,21:05,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,2,0,Querétaro,0.9,0.5,59.0,10613.0,Antony Silva,4-1-4-1,Jorge Camacho,Match Report,,12,5,20.3,0.0,0,0,2023,Puebla
22,2023-01-21,19:10,Liga MX,Clausura 2023 Regular Season,Sat,Away,D,2,2,América,0.7,1.8,35.0,26382.0,Antony Silva,4-1-4-1,Oscar Mejia,Match Report,,8,5,20.1,0.0,0,0,2023,Puebla
23,2023-01-27,19:05,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,1,2,Monterrey,1.1,1.1,53.0,14276.0,Antony Silva,5-4-1,Jesus Lopez,Match Report,,16,8,20.8,0.0,0,0,2023,Puebla
24,2023-02-02,21:00,Liga MX,Clausura 2023 Regular Season,Thu,Away,L,0,2,Atlético,0.8,1.8,56.0,12409.0,Antony Silva,3-4-3,Adonai Escobedo,Match Report,,15,4,20.0,1.0,0,0,2023,Puebla
25,2023-02-10,19:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,3,1,Mazatlán,2.3,1.3,53.0,10290.0,Antony Silva,4-1-4-1,Edgar Morales,Match Report,,14,4,15.0,0.0,0,0,2023,Puebla
26,2023-02-14,19:05,Liga MX,Clausura 2023 Regular Season,Tue,Away,L,0,2,León,0.2,3.2,39.0,24518.0,Antony Silva,3-4-3,Óscar Macias,Match Report,,3,0,21.3,0.0,0,0,2023,Puebla
27,2023-02-17,21:05,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,1,3,Cruz Azul,1.9,1.7,56.0,21927.0,Antony Silva,4-1-4-1,Eduardo Galván,Match Report,,19,5,20.6,1.0,0,0,2023,Puebla
28,2023-02-26,19:05,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,2,3,Santos,1.7,3.1,57.0,14662.0,Antony Silva,4-1-4-1,Brian Gonzalez,Match Report,,10,2,17.8,0.0,1,1,2023,Puebla
29,2023-03-05,12:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,W,4,2,UNAM,2.6,2.1,58.0,11851.0,Antony Silva,5-4-1,César Arturo Ramos,Match Report,,20,9,19.2,0.0,0,0,2023,Puebla
30,2023-03-10,21:05,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,1,0,Guadalajara,1.1,1.7,40.0,30132.0,Antony Silva,5-4-1,Oscar Mejia,Match Report,,8,2,25.0,1.0,0,0,2023,Puebla
31,2023-03-17,19:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,0,4,Atlas,1.0,0.9,51.0,15711.0,Antony Silva,5-3-2,Óscar Macias,Match Report,,14,6,21.7,0.0,0,0,2023,Puebla
32,2023-03-31,21:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,W,2,0,FC Juárez,1.3,0.9,47.0,12138.0,Federico Mancuello,3-4-3,Diego Montaño,Match Report,,8,2,27.1,0.0,1,1,2023,Puebla
33,2023-04-07,20:05,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,1,2,Toluca,1.1,1.9,46.0,21500.0,Antony Silva,3-4-3,Ismael Lopez,Match Report,,21,9,21.5,0.0,0,0,2023,Puebla
