,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
22,2021-01-31,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,D,1,1,Santos,1.1,1.0,53.0,,Emanuel Aguilera,4-2-3-1,Diego Montaño,Match Report,,13,4,22.7,2.0,0,0,2021,America
23,2021-02-06,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,Puebla,0.8,0.8,53.0,,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,6,3,16.2,1.0,0,0,2021,America
24,2021-02-13,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Querétaro,2.4,0.6,72.0,,Guillermo Ochoa,4-4-2,Adonai Escobedo,Match Report,,25,10,15.9,1.0,0,0,2021,America
25,2021-02-20,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,3,Atlas,,,59.0,,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Match awarded to Atlas,8,3,,,1,1,2021,America
26,2021-02-27,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,0,Pachuca,2.0,0.2,57.0,,Guillermo Ochoa,4-2-3-1,Jorge Rojas,Match Report,,18,7,19.7,1.0,0,0,2021,America
27,2021-03-03,19:06,Liga MX,Guardianes 2021 Regular Season,Wed,Away,W,2,0,Tijuana,2.6,0.7,46.0,,Guillermo Ochoa,4-2-3-1,Oscar Mejia,Match Report,,15,7,13.2,0.0,0,0,2021,America
28,2021-03-06,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,León,1.7,1.2,40.0,,Guillermo Ochoa,4-2-3-1,Eduardo Basulto,Match Report,,11,2,20.4,0.0,0,1,2021,America
29,2021-03-14,20:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,3,0,Guadalajara,2.1,0.3,52.0,,Guillermo Ochoa,4-2-3-1,Marco Antonio Nava,Match Report,,16,8,15.6,1.0,0,0,2021,America
30,2021-03-19,20:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,1,0,Mazatlán,0.8,0.7,49.0,10159.0,Guillermo Ochoa,4-2-3-1,Diego Montaño,Match Report,,16,2,18.5,0.0,0,0,2021,America
31,2021-04-03,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Necaxa,0.7,1.3,65.0,,Guillermo Ochoa,4-2-3-1,Erick Yair Miranda,Match Report,,11,7,18.0,1.0,0,0,2021,America
32,2021-04-10,21:05,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,3,1,UANL,1.4,1.1,51.0,,Guillermo Ochoa,4-3-3,César Arturo Ramos,Match Report,,13,5,18.8,0.0,0,0,2021,America
33,2021-04-17,21:05,Liga MX,Guardianes 2021 Regular Season,Sat,Home,D,1,1,Cruz Azul,1.7,1.1,43.0,,Guillermo Ochoa,4-1-4-1,Fernando Guerrero,Match Report,,10,2,21.2,1.0,1,1,2021,America
34,2021-04-25,17:30,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,3,Toluca,1.9,1.5,61.0,,Guillermo Ochoa,4-1-4-1,Óscar Macias,Match Report,,11,2,18.2,0.0,1,1,2021,America
35,2021-05-02,21:05,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,UNAM,1.4,2.0,47.0,,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,14,3,15.3,1.0,0,0,2021,America
36,2021-05-13,19:00,Liga MX,Quarter-finals,Thu,Away,L,1,3,Pachuca,0.5,1.9,57.0,9053.0,Guillermo Ochoa,4-1-4-1,Eduardo Basulto,Match Report,Leg 1 of 2,11,5,21.0,1.0,0,0,2021,America
37,2021-05-16,20:05,Liga MX,Quarter-finals,Sun,Home,W,4,2,Pachuca,1.8,1.6,62.0,16564.0,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Leg 2 of 2; Pachuca won,20,8,17.8,2.0,1,1,2021,America
0,2020-07-25,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,D,0,0,Guadalajara,1.1,0.6,58.0,,Luis Montes,4-1-3-2,Jorge Rojas,Match Report,,12,4,19.4,1.0,0,0,2021,Leon
1,2020-08-03,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,1,0,Monterrey,0.5,0.9,66.0,,Luis Montes,4-4-2,Fernando Guerrero,Match Report,,13,2,24.3,1.0,0,0,2021,Leon
2,2020-08-08,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,0,2,Cruz Azul,1.0,1.5,66.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,,13,3,19.0,1.0,0,0,2021,Leon
3,2020-08-11,19:00,Liga MX,Guardianes 2020 Regular Season,Tue,Away,W,1,0,Pachuca,1.7,0.6,55.0,,Luis Montes,4-2-3-1,Eduardo Basulto,Match Report,,16,6,23.2,1.0,0,0,2021,Leon
4,2020-08-17,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,1,Tijuana,0.9,1.4,61.0,,Luis Montes,4-2-3-1,Erick Yair Miranda,Match Report,,10,4,19.9,1.0,0,0,2021,Leon
5,2020-08-21,20:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,0,0,FC Juárez,1.0,0.8,54.0,,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,13,2,20.9,0.0,0,0,2021,Leon
6,2020-08-31,21:05,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,1,Atlas,2.2,0.6,72.0,,Luis Montes,4-2-3-1,Adonai Escobedo,Match Report,,18,3,17.5,1.0,0,0,2021,Leon
7,2020-09-04,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,W,2,0,Necaxa,3.0,1.1,67.0,,Luis Montes,4-4-2,Luis Santander,Match Report,,14,3,22.5,0.0,2,2,2021,Leon
8,2020-09-09,17:00,Liga MX,Guardianes 2020 Regular Season,Wed,Home,D,1,1,UANL,1.0,2.2,58.0,,Luis Montes,4-4-2,Fernando Hernández,Match Report,,10,7,14.5,0.0,0,0,2021,Leon
9,2020-09-13,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,3,2,Querétaro,1.6,1.6,68.0,,Luis Montes,4-4-2,Marco Antonio Nava,Match Report,,12,6,15.0,0.0,0,0,2021,Leon
10,2020-09-21,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,0,UNAM,3.7,0.3,74.0,,Luis Montes,4-4-2,César Arturo Ramos,Match Report,,19,12,14.7,0.0,1,1,2021,Leon
11,2020-09-27,17:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,2,0,Atlético,0.7,0.9,64.0,,Luis Montes,4-2-3-1,Óscar Macias,Match Report,,13,4,18.8,4.0,0,0,2021,Leon
12,2020-10-02,21:30,Liga MX,Guardianes 2020 Regular Season,Fri,Home,W,2,1,Mazatlán,2.1,0.8,72.0,,Luis Montes,4-4-2,Erick Yair Miranda,Match Report,,13,5,14.3,1.0,1,1,2021,Leon
13,2020-10-19,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,3,2,América,2.0,1.7,51.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,,17,8,18.3,1.0,0,0,2021,Leon
14,2020-10-23,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,W,2,1,Puebla,1.5,1.6,60.0,,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,10,2,19.7,0.0,0,0,2021,Leon
15,2020-11-02,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Home,W,2,1,Santos,0.8,1.2,60.0,,Luis Montes,4-2-3-1,Oscar Mejia,Match Report,,15,6,17.6,0.0,0,0,2021,Leon
16,2020-11-08,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,D,2,2,Toluca,1.5,1.3,47.0,,Luis Montes,4-2-3-1,Diego Montaño,Match Report,,9,2,18.5,1.0,0,0,2021,Leon
17,2020-11-25,19:00,Liga MX,Quarter-finals,Wed,Away,L,1,2,Puebla,1.8,0.3,70.0,,Luis Montes,4-2-3-1,Erick Yair Miranda,Match Report,Leg 1 of 2,13,6,21.9,0.0,1,1,2021,Leon
18,2020-11-28,19:00,Liga MX,Quarter-finals,Sat,Home,W,2,0,Puebla,1.5,0.4,70.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; León won,14,7,15.3,0.0,0,0,2021,Leon
19,2020-12-02,21:05,Liga MX,Semi-finals,Wed,Away,D,1,1,Guadalajara,1.6,1.2,62.0,,Luis Montes,4-2-3-1,Marco Antonio Nava,Match Report,Leg 1 of 2,20,3,17.0,1.0,0,0,2021,Leon
20,2020-12-05,21:00,Liga MX,Semi-finals,Sat,Home,W,1,0,Guadalajara,1.1,0.5,43.0,,Luis Montes,4-2-3-1,Diego Montaño,Match Report,Leg 2 of 2; León won,10,4,19.4,2.0,0,0,2021,Leon
21,2020-12-10,21:00,Liga MX,Finals,Thu,Away,D,1,1,UNAM,1.1,1.2,53.0,,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,Leg 1 of 2,9,2,18.0,0.0,0,0,2021,Leon
22,2020-12-13,20:30,Liga MX,Finals,Sun,Home,W,2,0,UNAM,1.7,0.6,41.0,,Juan Ignacio González,4-2-3-1,Jorge Pérez,Match Report,Leg 2 of 2; León won,9,4,14.9,0.0,0,0,2021,Leon
23,2021-01-09,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,2,UANL,0.6,2.5,61.0,,Rodolfo Cota,4-4-2,Juan Esquivel,Match Report,,10,4,16.5,0.0,0,0,2021,Leon
24,2021-01-18,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,D,0,0,Pachuca,0.8,0.4,56.0,,Luis Montes,4-4-2,Jorge Rojas,Match Report,,6,1,19.4,1.0,0,0,2021,Leon
25,2021-02-01,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,W,3,1,Atlético,2.0,0.9,70.0,,Luis Montes,4-4-2,Adonai Escobedo,Match Report,,15,9,18.6,0.0,0,0,2021,Leon
26,2021-02-08,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,L,1,3,Guadalajara,1.8,1.7,61.0,,Luis Montes,4-4-2,Fernando Guerrero,Match Report,,17,5,19.3,1.0,0,0,2021,Leon
27,2021-02-12,19:06,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,2,Tijuana,1.4,1.6,59.0,,Luis Montes,4-4-2,Jorge Pérez,Match Report,,13,4,18.9,0.0,0,0,2021,Leon
28,2021-02-21,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,UNAM,1.3,1.0,59.0,,Luis Montes,4-4-2,Marco Ortíz,Match Report,,11,4,17.0,0.0,0,0,2021,Leon
29,2021-02-27,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,0,1,Cruz Azul,1.1,0.8,63.0,,Fernando Navarro Morán,4-2-3-1,Oscar Mejia,Match Report,,9,1,17.3,1.0,0,0,2021,Leon
30,2021-03-02,21:00,Liga MX,Guardianes 2021 Regular Season,Tue,Home,L,1,2,Puebla,1.3,1.7,63.0,,Fernando Navarro Morán,4-2-3-1,Óscar Macias,Match Report,,9,5,18.6,0.0,1,1,2021,Leon
31,2021-03-06,19:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,América,1.2,1.7,60.0,,Fernando Navarro Morán,4-4-2,Eduardo Basulto,Match Report,,6,1,17.4,0.0,0,0,2021,Leon
32,2021-03-10,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,D,1,1,Monterrey,1.2,1.8,54.0,,Fernando Navarro Morán,4-3-3,Luis Santander,Match Report,,8,3,16.1,0.0,0,0,2021,Leon
33,2021-03-15,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,W,3,1,Necaxa,0.9,1.2,69.0,,Luis Montes,4-3-3,Fernando Hernández,Match Report,,10,3,15.9,0.0,0,0,2021,Leon
34,2021-03-21,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,2,1,Santos,2.0,1.3,52.0,,Luis Montes,4-3-3,Oscar Mejia,Match Report,,12,7,19.6,0.0,1,1,2021,Leon
35,2021-04-04,21:05,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,2,1,Toluca,3.1,0.5,63.0,,Luis Montes,4-2-3-1,Diego Montaño,Match Report,,16,7,18.0,1.0,0,1,2021,Leon
36,2021-04-10,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,3,1,Atlas,1.9,0.8,55.0,,Luis Montes,4-4-2,Luis Santander,Match Report,,13,6,15.8,1.0,0,0,2021,Leon
37,2021-04-19,21:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,W,2,0,FC Juárez,2.6,1.2,66.0,,Luis Montes,4-2-3-1,Óscar Macias,Match Report,,17,2,17.7,1.0,0,0,2021,Leon
38,2021-04-23,20:35,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,3,4,Mazatlán,1.9,1.5,58.0,,Luis Montes,4-2-3-1,César Arturo Ramos,Match Report,,17,5,18.6,0.0,0,0,2021,Leon
39,2021-05-01,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Querétaro,2.5,0.6,61.0,4888.0,Rodolfo Cota,4-4-2,Jorge Rojas,Match Report,,14,1,18.7,0.0,2,2,2021,Leon
40,2021-05-09,19:00,Liga MX,Reclassification,Sun,Home,D,2 (2),2 (4),Toluca,1.8,0.8,59.0,7637.0,Rodolfo Cota,4-2-3-1,Luis Santander,Match Report,Toluca won on penalty kicks following extra time,19,9,21.3,0.0,0,0,2021,Leon
0,2020-07-28,19:00,Liga MX,Guardianes 2020 Regular Season,Tue,Home,W,3,1,Toluca,2.0,1.7,48.0,,Dorlan Pabón,4-3-3,Alejandro Funk,Match Report,,20,6,20.2,2.0,0,0,2021,Monterrey
1,2020-08-03,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Away,L,0,1,León,0.9,0.5,34.0,,Nicolás Sanchez,5-3-2,Fernando Guerrero,Match Report,,14,1,21.4,1.0,0,0,2021,Monterrey
2,2020-08-08,19:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,2,2,Santos,2.5,2.1,56.0,,Dorlan Pabón,4-3-3,Marco Antonio Nava,Match Report,,27,9,18.8,2.0,0,0,2021,Monterrey
3,2020-08-12,21:00,Liga MX,Guardianes 2020 Regular Season,Wed,Away,D,1,1,UNAM,3.0,2.7,53.0,,Dorlan Pabón,5-3-2,Diego Montaño,Match Report,,14,4,19.1,0.0,1,1,2021,Monterrey
4,2020-08-15,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,Necaxa,1.5,1.0,55.0,,Nicolás Sanchez,4-3-3,Eduardo Basulto,Match Report,,19,9,19.0,1.0,0,0,2021,Monterrey
5,2020-08-22,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,3,1,América,2.1,1.8,44.0,,Dorlan Pabón,4-3-3,Fernando Guerrero,Match Report,,7,4,11.9,0.0,1,1,2021,Monterrey
6,2020-08-30,21:06,Liga MX,Guardianes 2020 Regular Season,Sun,Home,W,2,1,FC Juárez,2.7,1.1,47.0,,Dorlan Pabón,4-3-3,César Arturo Ramos,Match Report,,16,5,13.1,1.0,0,0,2021,Monterrey
7,2020-09-04,19:06,Liga MX,Guardianes 2020 Regular Season,Fri,Away,L,1,2,Tijuana,2.1,2.4,52.0,,Dorlan Pabón,4-3-3,Jorge Pérez,Match Report,,18,4,19.5,1.0,0,0,2021,Monterrey
8,2020-09-08,19:06,Liga MX,Guardianes 2020 Regular Season,Tue,Home,D,1,1,Atlas,0.8,0.9,51.0,,Dorlan Pabón,4-4-2,Jorge Rojas,Match Report,,11,2,18.0,0.0,0,0,2021,Monterrey
9,2020-09-14,21:00,Liga MX,Guardianes 2020 Regular Season,Mon,Away,D,1,1,Pachuca,0.5,1.6,33.0,,Nicolás Sanchez,4-4-2,Luis Santander,Match Report,,7,3,27.3,0.0,0,0,2021,Monterrey
10,2020-09-20,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,2,1,Atlético,1.3,1.1,36.0,,Nicolás Sanchez,5-3-2,Marco Antonio Nava,Match Report,,11,3,17.4,0.0,0,0,2021,Monterrey
11,2020-09-26,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,0,2,UANL,1.7,1.1,52.0,,Nicolás Sanchez,3-4-1-2,Oscar Mejia,Match Report,,22,4,20.8,1.0,0,0,2021,Monterrey
12,2020-10-04,19:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,W,2,1,Querétaro,0.8,0.9,55.0,,Nicolás Sanchez,4-2-3-1,Fernando Guerrero,Match Report,,12,4,18.9,0.0,0,0,2021,Monterrey
13,2020-10-17,17:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,3,1,Puebla,2.3,1.4,45.0,,Nicolás Sanchez,4-4-2,Oscar Mejia,Match Report,,14,5,25.6,0.0,1,1,2021,Monterrey
14,2020-10-24,20:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,2,1,Mazatlán,1.0,1.0,41.0,,Nicolás Sanchez,4-4-2,Jorge Rojas,Match Report,,5,2,25.4,0.0,1,1,2021,Monterrey
15,2020-10-31,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,1,0,Cruz Azul,2.4,0.6,48.0,,Nicolás Sanchez,4-2-3-1,Luis Santander,Match Report,,19,6,17.2,1.0,0,0,2021,Monterrey
16,2020-11-07,17:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,L,1,3,Guadalajara,1.2,1.3,34.0,,Dorlan Pabón,4-4-2,Fernando Hernández,Match Report,,11,5,22.4,0.0,0,0,2021,Monterrey
17,2020-11-22,21:10,Liga MX,Reclassification,Sun,Home,D,2 (2),2 (4),Puebla,3.0,1.1,56.0,,Nicolás Sanchez,4-1-3-2,Fernando Guerrero,Match Report,Puebla won on penalty kicks following extra time,9,0,20.7,0.0,2,2,2021,Monterrey
18,2021-01-09,17:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,2,0,Atlas,2.7,0.6,47.0,,Hugo González Durán,4-3-3,Oscar Mejia,Match Report,,15,4,18.7,2.0,1,1,2021,Monterrey
19,2021-01-16,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,América,1.3,0.1,47.0,,Hugo González Durán,4-3-3,Jorge Pérez,Match Report,,9,2,18.2,0.0,1,1,2021,Monterrey
20,2021-02-02,21:00,Liga MX,Guardianes 2021 Regular Season,Tue,Away,D,0,0,Puebla,1.2,0.4,49.0,,Nicolás Sanchez,4-3-3,Saul Silva,Match Report,,16,5,17.8,0.0,0,0,2021,Monterrey
21,2021-02-06,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,UNAM,2.4,0.1,63.0,,Nicolás Sanchez,4-3-3,Eduardo Basulto,Match Report,,15,6,17.0,1.0,0,0,2021,Monterrey
22,2021-02-14,19:06,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,0,1,Santos,0.8,0.9,52.0,,Hugo González Durán,4-3-3,César Arturo Ramos,Match Report,,18,0,20.2,1.0,0,0,2021,Monterrey
23,2021-02-19,19:30,Liga MX,Guardianes 2021 Regular Season,Fri,Away,D,1,1,Necaxa,1.2,0.8,51.0,,Hugo González Durán,3-4-3,Luis Santander,Match Report,,12,3,20.7,2.0,0,0,2021,Monterrey
24,2021-02-28,17:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,D,1,1,Tijuana,1.3,1.1,41.0,,Hugo González Durán,4-3-3,Fernando Guerrero,Match Report,,10,5,17.3,0.0,0,0,2021,Monterrey
25,2021-03-03,18:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,W,6,1,FC Juárez,3.7,0.8,47.0,5211.0,Nicolás Sanchez,4-3-3,Diego Montaño,Match Report,,19,10,17.0,0.0,0,0,2021,Monterrey
26,2021-03-06,19:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Querétaro,2.1,0.8,49.0,,Nicolás Sanchez,4-3-3,Óscar Macias,Match Report,,11,3,18.7,1.0,1,1,2021,Monterrey
27,2021-03-10,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,D,1,1,León,1.8,1.2,46.0,,Hugo González Durán,4-3-3,Luis Santander,Match Report,,9,1,21.8,0.0,1,1,2021,Monterrey
28,2021-03-13,21:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,1,Cruz Azul,0.3,1.3,51.0,,Nicolás Sanchez,4-4-2,Adonai Escobedo,Match Report,,8,3,22.4,0.0,0,0,2021,Monterrey
29,2021-04-03,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,0,Atlético,2.7,0.7,56.0,,Dorlan Pabón,4-3-3,Luis Santander,Match Report,,16,9,15.0,1.0,0,0,2021,Monterrey
30,2021-04-11,12:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,2,1,Toluca,1.6,1.8,32.0,,Hugo González Durán,4-3-3,Fernando Guerrero,Match Report,,16,8,19.6,0.0,0,0,2021,Monterrey
31,2021-04-18,21:06,Liga MX,Guardianes 2021 Regular Season,Sun,Home,L,0,1,Pachuca,2.2,0.9,53.0,,Hugo González Durán,4-3-3,Jorge Pérez,Match Report,,23,6,19.4,3.0,0,1,2021,Monterrey
32,2021-04-21,21:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,L,1,2,Guadalajara,1.3,1.5,46.0,,Hugo González Durán,4-2-3-1,Eduardo Basulto,Match Report,,12,5,22.6,1.0,0,0,2021,Monterrey
33,2021-04-24,21:10,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,UANL,1.0,1.7,42.0,,Hugo González Durán,5-4-1,Marco Ortíz,Match Report,,12,5,21.2,0.0,0,0,2021,Monterrey
34,2021-05-01,21:06,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,Mazatlán,2.6,0.3,53.0,,Nicolás Sanchez,4-3-3,Oscar Mejia,Match Report,,25,6,17.2,2.0,0,0,2021,Monterrey
35,2021-05-13,21:05,Liga MX,Quarter-finals,Thu,Away,L,1,2,Santos,2.0,1.9,50.0,9667.0,Nicolás Sanchez,5-3-2,Jorge Rojas,Match Report,Leg 1 of 2,13,3,15.0,0.0,0,0,2021,Monterrey
36,2021-05-16,18:00,Liga MX,Quarter-finals,Sun,Home,D,1,1,Santos,0.8,1.4,44.0,15743.0,Nicolás Sanchez,4-1-2-1-2◆,César Arturo Ramos,Match Report,Leg 2 of 2; Santos won,17,6,22.6,1.0,0,0,2021,Monterrey
0,2020-07-24,19:30,Liga MX,Guardianes 2020 Regular Season,Fri,Away,W,3,0,Necaxa,2.0,0.5,59.0,,Guido Pizarro,4-4-2,Eduardo Basulto,Match Report,,17,5,20.2,2.0,0,0,2021,UANL
1,2020-08-01,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,Pachuca,1.2,0.8,65.0,,Guido Pizarro,4-4-2,César Arturo Ramos,Match Report,,18,3,19.1,1.0,0,0,2021,UANL
2,2020-08-06,19:06,Liga MX,Guardianes 2020 Regular Season,Thu,Away,D,0,0,Tijuana,1.1,0.5,49.0,,Guido Pizarro,4-4-2,Fernando Guerrero,Match Report,,9,3,17.7,2.0,0,0,2021,UANL
3,2020-08-11,21:00,Liga MX,Guardianes 2020 Regular Season,Tue,Home,W,2,1,Puebla,1.6,1.2,50.0,,Guido Pizarro,4-4-2,Erick Yair Miranda,Match Report,,5,3,17.5,0.0,1,1,2021,UANL
4,2020-08-16,12:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,2,3,Toluca,1.4,1.5,51.0,,Guido Pizarro,4-4-1-1,Jorge Rojas,Match Report,,14,5,26.0,1.0,1,1,2021,UANL
5,2020-08-22,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,UNAM,1.0,1.8,55.0,,Guido Pizarro,4-2-2-2,Jorge Pérez,Match Report,,8,4,17.6,0.0,0,0,2021,UANL
6,2020-08-28,20:35,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,1,1,Mazatlán,0.7,0.5,52.0,,Guido Pizarro,4-2-2-2,Oscar Mejia,Match Report,,13,3,23.6,0.0,0,0,2021,UANL
7,2020-09-05,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,1,3,Guadalajara,0.6,1.4,65.0,,Guido Pizarro,4-4-1-1,Fernando Guerrero,Match Report,,14,4,20.2,0.0,0,0,2021,UANL
8,2020-09-09,17:00,Liga MX,Guardianes 2020 Regular Season,Wed,Away,D,1,1,León,2.2,1.0,42.0,,Guido Pizarro,4-4-2,Fernando Hernández,Match Report,,18,10,20.8,3.0,0,0,2021,UANL
9,2020-09-12,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,2,0,Santos,2.0,1.1,52.0,,André-Pierre Gignac,3-4-3,César Arturo Ramos,Match Report,,17,8,15.9,0.0,0,0,2021,UANL
10,2020-09-19,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,3,0,Querétaro,2.9,1.0,78.0,,Guido Pizarro,3-4-3,Erick Yair Miranda,Match Report,,22,6,19.2,2.0,0,0,2021,UANL
11,2020-09-26,21:06,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,2,0,Monterrey,1.1,1.7,48.0,,Guido Pizarro,3-4-3,Oscar Mejia,Match Report,,6,3,14.8,0.0,0,0,2021,UANL
12,2020-10-03,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,3,0,Atlético,2.6,0.2,70.0,,Guido Pizarro,3-4-1-2,Fernando Hernández,Match Report,,15,5,19.9,1.0,1,1,2021,UANL
13,2020-10-17,21:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,2,0,Cruz Azul,1.2,1.9,54.0,,Guido Pizarro,3-4-1-2,Eduardo Basulto,Match Report,,12,5,19.0,1.0,0,0,2021,UANL
14,2020-10-24,20:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,FC Juárez,1.6,1.0,65.0,,Guido Pizarro,3-4-1-2,Jorge Pérez,Match Report,,20,4,17.7,0.0,0,0,2021,UANL
15,2020-11-01,17:30,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,1,3,América,0.9,0.8,56.0,,Guido Pizarro,3-4-3,Marco Antonio Nava,Match Report,,12,5,19.9,1.0,0,0,2021,UANL
16,2020-11-07,19:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,Atlas,1.2,0.6,55.0,,André-Pierre Gignac,4-4-2,Jorge Rojas,Match Report,,16,5,18.3,0.0,0,0,2021,UANL
17,2020-11-22,19:00,Liga MX,Reclassification,Sun,Home,W,2,1,Toluca,1.7,0.3,46.0,,Guido Pizarro,3-4-3,Fernando Hernández,Match Report,,11,6,18.9,1.0,0,0,2021,UANL
18,2020-11-26,19:00,Liga MX,Quarter-finals,Thu,Home,L,1,3,Cruz Azul,2.6,1.1,71.0,,Guido Pizarro,4-4-2,Diego Montaño,Match Report,Leg 1 of 2,18,6,13.2,1.0,0,0,2021,UANL
19,2020-11-29,18:30,Liga MX,Quarter-finals,Sun,Away,W,1,0,Cruz Azul,1.3,0.6,71.0,,Guido Pizarro,4-2-3-1,Marco Antonio Nava,Match Report,Leg 2 of 2; Cruz Azul won,23,3,19.4,2.0,0,0,2021,UANL
